,name,number,average_age,sex
884,perfecto,1576,67.3,M
885,pablo javier,1570,35.9,M
886,amadou,1568,35.0,M
887,alfonso carlos,1561,54.3,M
888,iulian,1560,39.1,M
889,frank,1559,38.5,M
890,enrique javier,1557,45.3,M
891,walter,1557,48.0,M
892,cosme,1556,53.7,M
893,marin,1556,49.0,M
894,uriel,1555,11.4,M
895,jose guillermo,1553,47.5,M
896,rolando,1550,48.2,M
897,joan carles,1547,46.2,M
898,dan,1546,33.2,M
899,michel,1545,36.5,M
900,daniel jose,1535,34.3,M
901,luis vicente,1531,50.8,M
902,rafel,1531,42.8,M
903,oscar javier,1530,41.4,M
904,mykola,1528,44.9,M
905,juan martin,1527,46.1,M
906,francisco angel,1525,48.9,M
907,enol,1522,11.3,M
908,paulo,1521,30.3,M
909,dennis,1520,24.2,M
910,miguel jesus,1516,41.3,M
911,ares,1514,6.4,M
912,david jose,1509,36.4,M
913,miguel maria,1509,55.3,M
914,jose mario,1507,48.5,M
915,luis daniel,1499,32.2,M
916,manuel carlos,1497,51.2,M
917,timoteo,1494,66.7,M
918,jesus luis,1492,55.8,M
919,joan josep,1492,48.2,M
920,sergio manuel,1490,37.0,M
921,abdelhadi,1481,40.2,M
922,kepa,1478,36.4,M
923,laurentino,1478,68.5,M
924,diego antonio,1477,38.0,M
925,fernando antonio,1468,47.0,M
926,ramon jose,1465,51.8,M
927,cristofer,1463,24.8,M
928,pavel,1462,37.6,M
929,angelo,1461,32.5,M
930,emil,1460,40.8,M
931,anass,1455,17.4,M
932,emanuel,1454,18.6,M
933,alberto jesus,1451,39.1,M
934,amets,1447,7.1,M
935,jose damian,1445,46.2,M
936,jose felipe,1445,52.5,M
937,amalio,1444,61.8,M
938,jose diego,1444,42.5,M
939,josep antoni,1442,50.6,M
940,juan tomas,1441,53.1,M
941,maxim,1441,19.5,M
942,guillermo jose,1437,37.9,M
943,cirilo,1428,68.5,M
944,amar,1422,46.6,M
945,el mostafa,1418,46.3,M
946,juan emilio,1417,48.4,M
947,manuel david,1416,35.4,M
948,reyes,1412,56.6,M
949,alberto javier,1411,42.6,M
950,heriberto,1404,53.9,M
951,julio manuel,1404,48.2,M
952,cheikh,1402,40.6,M
953,jordan,1401,20.7,M
954,yassir,1395,12.1,M
955,ignacio maria,1394,51.9,M
956,david jesus,1393,33.9,M
957,peio,1392,15.2,M
958,jesus enrique,1389,44.0,M
959,jose jaime,1388,50.5,M
960,lisardo,1386,57.9,M
961,sergio jose,1384,35.3,M
962,rayco,1382,30.8,M
963,emeterio,1381,68.5,M
964,josep oriol,1380,42.0,M
965,sorin,1378,40.6,M
966,roberto jose,1376,40.9,M
967,adama,1375,33.5,M
968,georgi,1372,38.0,M
969,james,1370,46.8,M
970,javier antonio,1369,42.1,M
971,doroteo,1368,69.4,M
972,amable,1367,66.5,M
973,nikolay,1366,39.3,M
974,david alejandro,1363,24.7,M
975,naim,1363,13.0,M
976,andres manuel,1360,44.2,M
977,jose mariano,1360,53.4,M
978,onofre,1354,57.0,M
979,sergio antonio,1354,39.5,M
980,facundo,1352,52.2,M
981,frederic,1346,48.8,M
982,otman,1338,25.5,M
983,edelmiro,1337,66.5,M
984,ramon antonio,1336,52.2,M
985,jesus fernando,1335,51.4,M
986,francisco alberto,1331,44.2,M
987,steven,1326,26.7,M
988,senen,1324,52.0,M
989,jose esteban,1322,50.7,M
990,elian,1321,6.2,M
991,yasser,1317,10.9,M
992,edwin,1315,36.7,M
993,mouad,1313,16.1,M
994,angel gabriel,1310,32.3,M
995,carlos fernando,1309,44.6,M
996,bosco,1308,9.2,M
997,francisco tomas,1308,46.0,M
998,jorge andres,1307,34.2,M
999,miguel francisco,1307,48.9,M
1000,natalio,1305,58.8,M
1001,soufian,1305,20.1,M
1002,alejandro jesus,1302,29.4,M
1003,francisco andres,1302,45.1,M
1004,issam,1302,24.0,M
1005,dmytro,1300,33.0,M
1006,juan felix,1299,54.1,M
1007,redouane,1298,36.2,M
1008,iosu,1295,31.6,M
1009,evelio,1294,63.5,M
1010,boris,1292,37.3,M
1011,jose lorenzo,1292,52.8,M
1012,adnan,1290,22.7,M
1013,larbi,1290,47.0,M
1014,eduardo manuel,1287,44.3,M
1015,haritz,1286,22.2,M
1016,marciano,1286,69.3,M
1017,jesus salvador,1284,51.3,M
1018,patxi,1282,42.9,M
1019,aurel,1280,46.7,M
1020,joaquin manuel,1280,47.8,M
1021,pedro enrique,1280,45.5,M
1022,badr,1277,17.9,M
1023,fructuoso,1275,68.1,M
1024,yuriy,1275,42.8,M
1025,cristhian,1274,20.5,M
1026,alejandro javier,1272,31.9,M
1027,ubaldo,1272,61.3,M
1028,abdelhafid,1267,39.9,M
1029,alfonso javier,1266,44.1,M
1030,juan alejandro,1263,31.9,M
1031,jose victor,1262,49.2,M
1032,antonio joaquin,1259,46.5,M
1033,sergey,1256,45.8,M
1034,abdul,1252,36.1,M
1035,ilie,1251,45.3,M
1036,kai,1251,12.5,M
1037,jorge javier,1250,37.9,M
1038,david manuel,1248,34.2,M
1039,davide,1248,34.9,M
1040,joaquin jose,1247,49.8,M
1041,pedro vicente,1247,51.4,M
1042,andres jose,1246,43.8,M
1043,manuel ignacio,1243,48.4,M
1044,javier jesus,1242,38.1,M
1045,eudald,1240,28.5,M
1046,rafael manuel,1238,45.8,M
1047,ciriaco,1237,69.5,M
1048,angel ramon,1236,50.3,M
1049,mehdi,1235,25.8,M
1050,macario,1234,67.7,M
1051,calixto,1231,64.3,M
1052,jose ruben,1230,37.4,M
1053,joan antoni,1229,46.9,M
1054,salim,1228,20.4,M
1055,amando,1227,62.5,M
1056,daniele,1227,35.4,M
1057,lukas,1224,11.3,M
1058,manuel javier,1224,46.9,M
1059,jose bernardo,1223,53.5,M
1060,manuel miguel,1223,50.4,M
1061,henry,1220,41.4,M
1062,catalin,1219,35.6,M
1063,miguel alejandro,1219,28.3,M
1064,bogdan,1216,31.6,M
1065,vicente ramon,1216,54.6,M
1066,ihor,1213,43.3,M
1067,mario alberto,1212,37.9,M
1068,abdelhakim,1210,35.5,M
1069,victor jesus,1210,38.4,M
1070,jose adrian,1209,28.3,M
1071,massimo,1208,39.9,M
1072,jose marcos,1207,45.9,M
1073,joseph,1206,41.3,M
1074,antonio enrique,1203,49.2,M
1075,garikoitz,1203,33.0,M
1076,luis andres,1201,41.5,M
1077,ahmad,1199,29.5,M
1078,emilio jesus,1197,42.8,M
1079,salustiano,1191,66.2,M
1080,jesus vicente,1188,52.0,M
1081,regino,1184,63.6,M
1082,domingo jose,1181,45.5,M
1083,jean pierre,1178,37.7,M
1084,isidre,1175,59.7,M
1085,michele,1175,40.2,M
1086,reinaldo,1173,51.9,M
1087,ciro,1170,29.5,M
1088,ayoze,1168,28.0,M
1089,emili,1166,56.0,M
1090,oumar,1166,35.7,M
1091,javier maria,1165,49.2,M
1092,jorge miguel,1165,39.6,M
1093,maikel,1165,20.2,M
1094,raimon,1164,37.9,M
1095,redouan,1164,35.2,M
1096,efrain,1163,37.3,M
1097,pedro ignacio,1160,49.0,M
1098,aratz,1157,12.9,M
1099,javier ignacio,1156,45.5,M
1100,ladislao,1156,62.2,M
1101,pablo andres,1153,34.2,M
1102,hector manuel,1151,35.9,M
1103,daniel antonio,1149,35.0,M
1104,pedro ramon,1147,51.8,M
1105,andrey,1146,36.1,M
1106,david antonio,1140,36.6,M
1107,musa,1139,27.2,M
1108,enaitz,1137,9.8,M
1109,yasin,1135,14.3,M
1110,nauzet,1132,21.5,M
1111,mario jose,1131,40.7,M
1112,rafael francisco,1130,49.4,M
1113,lamine,1128,34.1,M
1114,lois,1127,11.2,M
1115,dante,1126,12.0,M
1116,allal,1125,49.6,M
1117,casto,1121,61.9,M
1118,javier jose,1120,40.8,M
1119,porfirio,1119,67.3,M
1120,nazario,1118,63.9,M
1121,wilson,1118,42.2,M
1122,cristino,1117,62.1,M
1123,victor antonio,1115,40.1,M
1124,victor miguel,1115,40.3,M
1125,javier alejandro,1114,29.6,M
1126,oscar jose,1112,42.7,M
1127,miloud,1111,44.5,M
1128,nour eddine,1111,40.1,M
1129,jean carlos,1110,23.8,M
1130,anwar,1108,12.0,M
1131,atanasio,1108,65.7,M
1132,fortunato,1107,70.2,M
1133,khalil,1107,33.0,M
1134,luken,1106,8.4,M
1135,mohamed ali,1106,20.4,M
1136,pablo luis,1105,43.9,M
1137,ruperto,1105,64.3,M
1138,modou,1104,39.5,M
1139,jofre,1103,17.4,M
1140,antonio fernando,1101,50.2,M
1141,gervasio,1100,65.2,M
1142,zeus,1100,19.5,M
1143,vicente antonio,1098,53.4,M
1144,custodio,1097,62.9,M
1145,alfons,1096,52.9,M
1146,pedro alberto,1094,44.6,M
1147,pedro david,1093,34.2,M
1148,francisco joaquin,1091,46.3,M
1149,mykhaylo,1091,45.5,M
1150,ricardo manuel,1091,44.3,M
1151,urtzi,1089,24.3,M
1152,emilio manuel,1088,45.9,M
1153,jorge jose,1087,42.5,M
1154,ruslan,1083,35.6,M
1155,francisco carlos,1077,48.7,M
1156,joaquin antonio,1077,50.2,M
1157,xian,1077,10.3,M
1158,asensio,1076,57.6,M
1159,manex,1076,13.1,M
1160,salvatore,1076,45.9,M
1161,elio,1075,34.7,M
1162,francisco alejandro,1075,35.9,M
1163,nahuel,1074,12.3,M
1164,alfred,1071,49.0,M
1165,jhon jairo,1070,37.9,M
1166,eulalio,1069,65.9,M
1167,jesus daniel,1069,34.4,M
1168,torcuato,1067,61.1,M
1169,juan lorenzo,1066,53.0,M
1170,hakim,1065,34.0,M
1171,carlo,1064,33.5,M
1172,ramon maria,1064,57.0,M
1173,castor,1063,64.5,M
1174,morad,1062,26.6,M
1175,alvar,1060,23.9,M
1176,alfonso manuel,1059,43.9,M
1177,ronald,1058,44.6,M
1178,tarek,1057,24.4,M
1179,alfredo jose,1056,45.9,M
1180,eduardo antonio,1056,44.2,M
1181,felix manuel,1056,48.1,M
1182,jorge eduardo,1055,43.4,M
1183,oscar david,1055,34.8,M
1184,hafid,1054,39.8,M
1185,jeremy,1050,15.2,M
1186,carlos gustavo,1049,42.3,M
1187,cornel,1049,45.8,M
1188,samba,1044,38.3,M
1189,alvaro jesus,1043,30.3,M
1190,dani,1042,9.2,M
1191,nadir,1040,15.6,M
1192,vicente jesus,1040,47.8,M
1193,manuel andres,1038,47.0,M
1194,inocente,1037,66.9,M
1195,ivan jose,1036,33.9,M
1196,joseba andoni,1036,49.0,M
1197,mohamed reda,1036,13.2,M
1198,franco,1034,46.3,M
1199,belarmino,1029,67.1,M
1200,jhonatan,1028,25.9,M
1201,jaime jose,1025,44.8,M
1202,mihail,1023,40.2,M
1203,abdou,1022,39.0,M
1204,jose oscar,1022,47.0,M
1205,vicente luis,1022,55.0,M
1206,enrique jesus,1021,43.9,M
1207,jorge david,1021,33.0,M
1208,magin,1021,63.7,M
1209,felicisimo,1019,69.8,M
1210,jose carmelo,1017,54.0,M
1211,rafael carlos,1017,46.0,M
1212,andreas,1016,38.3,M
1213,erlantz,1013,21.3,M
1214,telesforo,1007,68.1,M
1215,jose arturo,1005,51.8,M
1216,juan eduardo,1002,43.0,M
1217,abderrazak,1001,38.1,M
1218,cristian david,1001,22.8,M
1219,eduardo javier,1001,41.2,M
1220,oleh,1001,38.5,M
1221,marwan,997,11.8,M
1222,ricardo antonio,996,44.3,M
1223,carlos alfonso,995,46.7,M
1224,edmundo,995,60.4,M
1225,domingo antonio,994,55.7,M
1226,victor daniel,994,33.2,M
1227,souleymane,993,34.4,M
1228,andrew,992,35.0,M
1229,lucian,992,39.5,M
1230,cruz,991,61.0,M
1231,valerio,991,47.5,M
1232,hassane,988,43.0,M
1233,nicola,988,35.0,M
1234,simeon,988,58.3,M
1235,millan,986,41.8,M
1236,damia,982,28.9,M
1237,fernando maria,981,52.4,M
1238,angel alberto,978,44.0,M
1239,nathan,976,9.7,M
1240,boubacar,975,35.0,M
1241,francisco enrique,975,48.7,M
1242,juan cristobal,975,45.3,M
1243,carlos arturo,973,44.7,M
1244,alexandro,972,20.2,M
1245,simone,970,32.5,M
1246,fran,969,8.0,M
1247,yonatan,969,30.6,M
1248,antonio alberto,968,45.1,M
1249,silvino,967,67.3,M
1250,aiman,963,12.6,M
1251,felix jose,963,50.8,M
1252,toribio,963,67.8,M
1253,jose aurelio,962,55.1,M
1254,luis gabriel,961,37.3,M
1255,luigi,960,46.1,M
1256,bakary,959,36.6,M
1257,gabriel alejandro,950,24.1,M
1258,julian andres,949,31.7,M
1259,rafael luis,947,50.0,M
1260,felix angel,945,53.7,M
1261,danut,943,43.3,M
1262,vicente miguel,943,52.1,M
1263,jorge daniel,939,36.3,M
1264,jorge francisco,938,41.2,M
1265,el mustapha,937,43.1,M
1266,oskar,937,34.8,M
1267,artem,935,21.4,M
1268,jorge alejandro,934,33.5,M
1269,atilano,930,68.0,M
1270,valentino,929,12.2,M
1271,carlos alejandro,926,32.0,M
1272,dimitar,926,40.4,M
1273,eduardo jesus,922,41.1,M
1274,joaquin maria,922,54.7,M
1275,el bachir,921,44.1,M
1276,alvaro manuel,920,30.6,M
1277,joan manuel,919,38.8,M
1278,ramon jesus,918,45.9,M
1279,eñaut,917,16.0,M
1280,marouane,917,20.4,M
1281,tirso,917,43.9,M
1282,luis guillermo,916,43.4,M
1283,mircea,916,47.5,M
1284,cesar manuel,913,46.4,M
1285,fernando miguel,913,44.1,M
1286,izei,912,4.9,M
1287,leocadio,912,63.8,M
1288,jorge carlos,910,44.8,M
1289,adonay,909,11.2,M
1290,serhiy,909,42.8,M
1291,cristopher,908,21.2,M
1292,adriel,907,10.1,M
1293,abdon,906,57.3,M
1294,jawad,906,27.7,M
1295,cesar antonio,905,42.9,M
1296,alejandro antonio,904,33.4,M
1297,angel daniel,904,29.4,M
1298,francisco fernando,904,50.9,M
1299,issa,904,32.7,M
1300,john jairo,904,40.2,M
1301,magi,904,34.9,M
1302,josep ramon,903,50.4,M
1303,mbarek,902,45.4,M
1304,renato,902,45.9,M
1305,antonio daniel,900,34.4,M
1306,yousef,900,15.5,M
1307,aingeru,899,22.2,M
1308,juan santiago,899,52.2,M
1309,ricardo javier,898,43.2,M
1310,jose nicolas,893,46.0,M
1311,santiago manuel,892,44.8,M
1312,oscar antonio,890,41.1,M
1313,rida,890,15.6,M
1314,enrique antonio,887,49.5,M
1315,pedro andres,886,45.1,M
1316,andrii,885,30.7,M
1317,taoufik,884,33.5,M
1318,aythami,883,21.7,M
1319,marcos jose,882,36.0,M
1320,rafael maria,880,48.0,M
1321,ivan jesus,879,31.8,M
1322,alexey,878,36.4,M
1323,aliou,878,36.8,M
1324,cesc,876,6.8,M
1325,liviu,876,43.7,M
1326,mahmoud,876,37.2,M
1327,bachir,875,44.4,M
1328,diego andres,874,27.0,M
1329,vincenzo,874,44.6,M
1330,joan ramon,872,49.1,M
1331,miguel luis,870,53.1,M
1332,francisco maria,867,53.0,M
1333,zaid,867,16.7,M
1334,faisal,866,31.2,M
1335,juan guillermo,866,43.1,M
1336,el mehdi,865,28.0,M
1337,manuel alfonso,865,49.4,M
1338,stephen,865,51.2,M
1339,jenaro,864,65.1,M
1340,mikhail,863,35.6,M
1341,jeremias,862,44.0,M
1342,quintin,862,62.9,M
1343,casiano,860,64.4,M
1344,gianluca,860,30.5,M
1345,ruyman,859,32.7,M
1346,andy,858,16.7,M
1347,carlos alfredo,856,39.2,M
1348,javier francisco,856,46.3,M
1349,alberto carlos,855,41.8,M
1350,jose armando,855,42.9,M
1351,enmanuel,854,25.2,M
1352,eleazar,852,29.9,M
1353,juan bosco,852,39.3,M
1354,mhammed,852,47.2,M
1355,natanael,852,22.1,M
1356,salah eddine,852,22.6,M
1357,eiden,851,3.2,M
1358,felix antonio,851,50.8,M
1359,aitzol,850,23.8,M
1360,jesus andres,849,44.7,M
1361,diego armando,848,28.3,M
1362,ramon manuel,848,52.5,M
1363,mostapha,847,42.7,M
1364,danilo,845,36.2,M
1365,ilyass,844,15.0,M
1366,pablo miguel,844,35.4,M
1367,yaroslav,841,38.7,M
1368,aissa,838,37.9,M
1369,jaime antonio,838,48.1,M
1370,pep,838,13.0,M
1371,adel,837,31.2,M
1372,giorgi,837,27.9,M
1373,eugen,836,46.2,M
1374,peru,833,12.5,M
1375,lionel,832,19.7,M
1376,nikita,831,16.4,M
1377,babacar,830,35.3,M
1378,juan julian,828,56.4,M
1379,miguel manuel,828,47.1,M
1380,francisco julian,827,46.7,M
1381,gabriel angel,827,46.5,M
1382,khaled,827,36.7,M
1383,constancio,825,69.8,M
1384,diego miguel,824,39.9,M
1385,ignacio manuel,822,42.4,M
1386,ramon luis,822,55.0,M
1387,oscar jesus,821,40.2,M
1388,silvio,821,47.4,M
1389,aleksandr,818,33.6,M
1390,alfonso jesus,818,41.3,M
1391,justiniano,818,67.6,M
1392,pedro joaquin,818,48.5,M
1393,jesus alejandro,816,34.4,M
1394,joan marc,816,27.5,M
1395,leonel,816,25.0,M
1396,jose ernesto,815,47.7,M
1397,breixo,814,12.1,M
1398,michael john,814,63.4,M
1399,fabrizio,813,35.1,M
1400,sergio david,813,31.2,M
1401,yusef,813,19.9,M
1402,flavio,812,32.3,M
1403,julia,812,32.8,M
1404,hector jose,811,36.8,M
1405,jose fermin,811,54.5,M
1406,vicente juan,811,53.5,M
1407,jagoba,810,29.6,M
1408,angel carlos,809,51.2,M
1409,daniel alberto,809,37.5,M
1410,vitaliy,809,38.1,M
1411,wassim,808,9.2,M
1412,filiberto,807,63.0,M
1413,kenneth,807,41.0,M
1414,carlos vicente,806,47.4,M
1415,galder,806,20.3,M
1416,osama,806,14.1,M
1417,roberto antonio,806,44.0,M
1418,orencio,805,68.7,M
1419,neftali,804,40.5,M
1420,riccardo,804,35.3,M
1421,antonio gabriel,803,38.1,M
1422,haron,802,4.9,M
1423,graciano,801,66.5,M
1424,eros,798,14.4,M
1425,stanislav,798,33.5,M
1426,radouane,797,34.8,M
1427,angel fernando,795,48.8,M
1428,geronimo,794,49.9,M
1429,iyad,794,4.7,M
1430,yael,794,6.9,M
1431,armand,793,31.6,M
1432,alberto antonio,792,42.9,M
1433,mariano jose,792,48.4,M
1434,iraitz,791,16.9,M
1435,ramses,791,26.2,M
1436,pablo daniel,790,33.4,M
1437,yasir,790,19.5,M
1438,aldo,788,35.8,M
1439,anderson,788,26.1,M
1440,jose alvaro,788,41.1,M
1441,luis santiago,788,47.6,M
1442,vicente francisco,788,53.4,M
1443,maksym,787,22.6,M
1444,marceliano,786,68.4,M
1445,amaro,783,41.5,M
1446,ignacio jesus,783,42.6,M
1447,joseba iñaki,783,52.9,M
1448,javier angel,782,48.5,M
1449,ebrima,781,33.7,M
1450,edward,780,39.1,M
1451,froilan,780,56.8,M
1452,joan miquel,779,38.0,M
1453,angel vicente,778,51.7,M
1454,carlos ignacio,777,43.7,M
1455,manuel reyes,777,51.4,M
1456,antonio andres,775,47.2,M
1457,rayane,774,7.7,M
1458,petre,773,48.5,M
1459,diego francisco,772,39.6,M
1460,manuel joaquin,772,51.0,M
1461,david john,770,62.9,M
1462,oualid,769,20.2,M
1463,wei,769,34.5,M
1464,joao,768,42.4,M
1465,joan francesc,767,42.5,M
1466,abdelmalek,766,42.6,M
1467,jose cristobal,766,47.4,M
1468,teodor,766,39.3,M
1469,antonio alejandro,765,36.8,M
1470,pedro daniel,765,34.5,M
1471,salvador jose,765,46.5,M
1472,luis gonzalo,762,48.7,M
1473,jean paul,761,31.1,M
1474,manuel juan,761,52.9,M
1475,severo,761,65.0,M
1476,adrian jose,760,25.0,M
1477,jesus rafael,759,46.1,M
1478,abdelouahed,757,42.0,M
1479,zigor,757,38.0,M
1480,el hassane,756,48.3,M
1481,martin jose,756,50.5,M
1482,guido,755,39.3,M
1483,angel andres,753,44.2,M
1484,jose augusto,753,48.4,M
1485,nel,753,9.0,M
1486,abdallah,752,42.6,M
1487,ciprian,752,36.5,M
1488,domingo jesus,752,44.0,M
1489,restituto,752,70.6,M
1490,valenti,751,50.6,M
1491,abdelouahid,749,42.5,M
1492,carlos rafael,749,42.7,M
1493,pedro alfonso,749,46.7,M
1494,pedro carlos,749,48.2,M
1495,pio,749,66.1,M
1496,jose roman,748,50.6,M
1497,ancor,747,16.9,M
1498,carlos ramon,746,47.1,M
1499,eugeni,746,48.5,M
1500,ioritz,746,18.8,M
1501,sergio jesus,745,34.7,M
1502,joan maria,744,57.5,M
1503,mouhamed,744,14.1,M
1504,jose ismael,743,41.6,M
1505,el miloud,741,46.1,M
1506,jose adolfo,741,53.9,M
1507,marouan,740,15.5,M
1508,sergiy,739,44.4,M
1509,adelino,738,64.3,M
1510,olivier,738,31.8,M
1511,el habib,737,41.2,M
1512,lope,737,47.0,M
1513,petro,737,46.2,M
1514,yuri,737,28.2,M
1515,jose abel,735,44.6,M
1516,eutimio,734,70.4,M
1517,najim,734,36.1,M
1518,oswaldo,734,48.4,M
1519,grigore,732,46.4,M
1520,juan ricardo,732,48.8,M
1521,daouda,731,35.4,M
1522,jorge ivan,731,39.7,M
1523,luis emilio,731,48.8,M
1524,marcos jesus,731,34.8,M
1525,pablo francisco,731,40.2,M
1526,policarpo,731,67.1,M
1527,daniel eduardo,730,32.7,M
1528,diego javier,728,35.2,M
1529,sergiu,728,35.1,M
1530,taha,728,12.0,M
1531,jorge jesus,727,37.9,M
1532,eduardo luis,726,46.0,M
1533,antonio pedro,725,53.0,M
1534,santiago jesus,725,40.8,M
1535,carlos roberto,724,43.0,M
1536,dayron,724,11.1,M
1537,javier manuel,723,41.0,M
1538,jose elias,722,50.1,M
1539,mbaye,722,41.6,M
1540,luis roberto,721,47.8,M
1541,manuel eduardo,721,45.0,M
1542,mor,721,41.1,M
1543,angel rafael,720,45.1,M
1544,eidan,720,5.2,M
1545,brandon,718,15.4,M
1546,oscar alberto,718,44.7,M
1547,pedro alejandro,718,37.5,M
1548,zouhair,718,29.6,M
1549,ivo,717,32.9,M
1550,maximiano,717,65.8,M
1551,andres francisco,716,46.7,M
1552,carlos angel,716,48.5,M
1553,ekhi,716,9.3,M
1554,luis rafael,716,46.7,M
1555,freddy,715,44.0,M
1556,galo,715,50.4,M
1557,domenec,714,54.5,M
1558,francis,714,38.8,M
1559,victor alfonso,714,31.0,M
1560,jose oriol,713,53.8,M
1561,liher,713,11.7,M
1562,alejandro david,712,23.2,M
1563,elvis,712,30.0,M
1564,guim,712,9.0,M
1565,ot,711,11.6,M
1566,ugaitz,711,16.9,M
1567,abderrazzak,710,38.2,M
1568,demba,709,38.0,M
1569,manolo,709,46.2,M
1570,carlos augusto,708,42.6,M
1571,marcos manuel,708,38.2,M
1572,francisco ignacio,707,47.6,M
1573,nicomedes,706,65.7,M
1574,jaime manuel,705,42.9,M
1575,mario antonio,705,43.3,M
1576,odei,705,14.3,M
1577,santi,704,24.2,M
1578,crisanto,702,63.0,M
1579,gabriel antonio,701,37.2,M
1580,giorgio,699,42.9,M
1581,tariq,699,37.8,M
1582,arturo jose,698,42.2,M
1583,daniel enrique,697,33.5,M
1584,eufrasio,697,63.9,M
1585,felipe jose,697,45.4,M
1586,alberto luis,696,47.7,M
1587,ovidiu,696,39.4,M
1588,vladislav,696,26.3,M
1589,aymane,695,12.8,M
1590,dorian,695,14.1,M
1591,miguel enrique,695,44.8,M
1592,alejandro miguel,694,29.6,M
1593,gabriele,694,30.8,M
1594,generoso,694,67.6,M
1595,mathias,694,12.9,M
1596,emilio javier,693,43.8,M
1597,pablo alberto,692,39.3,M
1598,wilfredo,692,45.5,M
1599,angel custodio,691,52.5,M
1600,mael,690,4.9,M
1601,othman,690,22.3,M
1602,ramon angel,690,55.4,M
1603,theo,690,8.4,M
1604,arnaldo,688,53.4,M
1605,luis mario,688,36.4,M
1606,mario jesus,687,40.8,M
1607,enrique luis,686,52.7,M
1608,luis ernesto,686,44.6,M
1609,oscar eduardo,686,34.5,M
1610,victor luis,686,46.4,M
1611,najib,684,39.3,M
1612,zakariae,684,22.1,M
1613,adrian jesus,682,24.0,M
1614,gabriel jose,682,38.2,M
1615,mokhtar,682,47.2,M
1616,jalal,680,32.4,M
1617,luis pedro,680,50.8,M
1618,jose german,678,50.0,M
1619,manuel santiago,678,51.7,M
1620,maurizio,677,47.0,M
1621,ricardo jesus,677,43.1,M
1622,boujemaa,676,47.8,M
1623,jon andoni,676,44.0,M
1624,maher,675,9.1,M
1625,segismundo,675,63.8,M
1626,enrico,673,41.2,M
1627,lamin,672,32.7,M
1628,tanausu,672,30.1,M
1629,antonio tomas,671,50.8,M
1630,evan,670,6.2,M
1631,andres miguel,669,44.0,M
1632,carlos ivan,668,36.4,M
1633,juan gregorio,667,53.4,M
1634,teodomiro,667,66.9,M
1635,alessio,666,28.1,M
1636,miguel ramon,666,51.3,M
1637,benaissa,665,47.0,M
1638,francisco salvador,665,48.5,M
1639,pietro,665,40.5,M
1640,radu,665,41.4,M
1641,apolinar,664,65.6,M
1642,francisco pedro,663,53.2,M
1643,curro,662,7.6,M
1644,petrica,660,41.0,M
1645,mohamed said,659,29.3,M
1646,ivan manuel,656,30.4,M
1647,luis jorge,656,47.9,M
1648,misael,656,36.5,M
1649,pedro rafael,656,47.4,M
1650,jose matias,654,50.8,M
1651,vladyslav,654,23.3,M
1652,diego luis,653,44.1,M
1653,laurentiu,653,39.4,M
1654,angel enrique,652,45.9,M
1655,oleguer,652,18.6,M
1656,diego alberto,651,33.4,M
1657,salomon,651,44.4,M
1658,cristian andres,650,27.8,M
1659,gotzon,650,43.1,M
1660,aiur,649,4.6,M
1661,eligio,649,61.8,M
1662,andres david,648,25.9,M
1663,cristo manuel,648,39.1,M
1664,oinatz,648,9.8,M
1665,rafael alberto,645,41.2,M
1666,pedro fernando,643,49.2,M
1667,daniel francisco,642,35.1,M
1668,dorel,642,47.0,M
1669,roberto javier,642,43.9,M
1670,sergio andres,642,30.3,M
1671,sergio luis,642,40.6,M
1672,andres eduardo,641,28.2,M
1673,cristian jose,641,25.2,M
1674,dmitry,641,37.8,M
1675,manuel rafael,641,51.1,M
1676,hao,640,21.4,M
1677,adur,639,11.0,M
1678,krasimir,639,42.1,M
1679,lahbib,639,44.3,M
1680,nicusor,638,39.6,M
1681,aleksandar,637,32.2,M
1682,jose gerardo,637,51.8,M
1683,raul antonio,637,40.5,M
1684,smail,637,38.1,M
1685,tomas jose,637,49.7,M
1686,victor andres,637,32.8,M
1687,miguel carlos,636,50.7,M
1688,rafael enrique,636,47.9,M
1689,federico jose,635,47.8,M
1690,jorge ignacio,635,41.7,M
1691,bouchaib,633,47.0,M
1692,osvaldo,633,47.1,M
1693,ramon francisco,633,53.6,M
1694,carlos gabriel,632,32.9,M
1695,luis gonzaga,632,45.6,M
1696,marco vinicio,632,40.3,M
1697,javier enrique,631,39.6,M
1698,joaquin jesus,631,44.4,M
1699,miroslav,631,37.9,M
1700,bohdan,630,39.0,M
1701,julio enrique,630,48.0,M
1702,manuel pedro,630,53.3,M
1703,cherkaoui,629,40.4,M
1704,liberto,629,53.8,M
1705,sufian,629,20.1,M
1706,claudiu,628,35.9,M
1707,ernesto jose,628,43.4,M
1708,gonzalo jose,628,38.4,M
1709,lucca,628,5.6,M
1710,giancarlo,627,37.7,M
1711,lucinio,627,70.7,M
1712,gabriel jesus,624,31.7,M
1713,hatim,624,19.1,M
1714,miguel andres,624,38.1,M
1715,mohamad,624,29.3,M
1716,oscar daniel,623,33.8,M
1717,rafael juan,623,51.4,M
1718,santiago javier,622,40.9,M
1719,jose cruz,621,58.8,M
1720,daniel angel,620,41.8,M
1721,domingo javier,619,44.9,M
1722,cristian jesus,618,25.0,M
1723,manuel salvador,618,50.4,M
1724,massimiliano,618,40.3,M
1725,rabah,618,46.0,M
1726,stepan,617,39.3,M
1727,txomin,617,41.7,M
1728,aray,616,4.8,M
